Date,Boxscore_URL,Score,Outs,Base State,Pitches,Sequence,Out,Team,Batter,Pitcher,Win Expectancy,Leverage Index,Event,Unnamed: 14,Inning,Event Type
Thursday Jul 8,https://www.baseball-reference.com/boxes/BAL/BAL199307080.shtml,11-May,0.0,---,"""1","(0-0)X""",,BAL,Mark Mclemore,DonnÂ Pall,-1%,96%,Single to 3B (Bunt to Weak 3B),,,
Friday Jul 9,https://www.baseball-reference.com/boxes/BAL/BAL199307090.shtml,3-Aug,0.0,---,"""4","(2-1)BBCX""",,BAL,Chris Hoiles,BobbyÂ Thigpen,0%,99%,Single to LF (Ground Ball thru SS-3B Hole),,,
Saturday Jul 10,https://www.baseball-reference.com/boxes/BAL/BAL199307100.shtml,Mar-00,0.0,---,"""2","(0-1)CX""",,BAL,David Segui,WilsonÂ Ãlvarez,1%,95%,Single to CF (Line Drive to Short CF-RF),,,
Sunday Jul 11,https://www.baseball-reference.com/boxes/BAL/BAL199307110.shtml,8-Feb,0.0,---,"""5","(2-2).CBBFC""",O,BAL,Tim Hulett,JackÂ McDowell,1%,98%,Strikeout Looking,,,
Thursday Jul 15,https://www.baseball-reference.com/boxes/BAL/BAL199307150.shtml,3-Apr,0.0,---,"""3","(1-1)BFX""",O,BAL,Jeffrey Hammonds,ScottÂ Erickson,-2%,76%,Popfly: 2B (Deep 2B-1B),,,
Friday Jul 16,https://www.baseball-reference.com/boxes/BAL/BAL199307160.shtml,6-Sep,0.0,---,"""3","(0-2).CCX""",,BAL,David Segui,GeorgeÂ Tsamis,1%,95%,Single to RF (Fly Ball to Short CF-RF),,,
Saturday Jul 17,https://www.baseball-reference.com/boxes/BAL/BAL199307170.shtml,4-Feb,0.0,---,"""3","(0-2)FSX""",O,BAL,Jeffrey Hammonds,KevinÂ Tapani,4%,81%,Groundout: 2B-1B,,,
Sunday Jul 18,https://www.baseball-reference.com/boxes/BAL/BAL199307180.shtml,2-Apr,0.0,---,"""6","(3-2)BCBBFB""",,BAL,Brady Anderson,EddieÂ Guardado,2%,90%,Walk,,,
Monday Jul 19,https://www.baseball-reference.com/boxes/BAL/BAL199307190.shtml,1-Jun,0.0,---,"""4","(1-2)BCFX""",O,BAL,Mike Devereaux,EnriqueÂ Burgos,0%,98%,Groundout: SS-1B,,,
Tuesday Jul 20,https://www.baseball-reference.com/boxes/BAL/BAL199307200.shtml,Jan-00,0.0,---,"""3","(1-1)BCX""",,BAL,Chris Hoiles,DavidÂ Cone,3%,81%,Single to CF (Fly Ball),,,
Wednesday Jul 21,https://www.baseball-reference.com/boxes/BAL/BAL199307210.shtml,4-May,0.0,---,"""4","(2-1).BBCX""",O,BAL,Cal Ripken Jr,TomÂ Gordon,2%,24%,Groundout: 3B-1B,,,
Friday Jul 30,https://www.baseball-reference.com/boxes/BAL/BAL199307300.shtml,8-Jun,0.0,---,"""5","(2-2).CBFBS""",O,BAL,Harold Reynolds,PaulÂ Quantrill,4%,81%,Strikeout Swinging,,,
Saturday Jul 31,https://www.baseball-reference.com/boxes/BAL/BAL199307310.shtml,Feb-00,0.0,---,"""1","(0-0)X""",,BAL,David Segui,RogerÂ Clemens,2%,90%,Single to LF (Line Drive to Deep SS),,,
Sunday Aug 1,https://www.baseball-reference.com/boxes/BAL/BAL199308010.shtml,0-2,0.0,---,"""2","(0-1).CX""",O,BAL,Jeffrey Hammonds,DannyÂ Darwin,4%,81%,Lineout: SS (SS-2B),,,
Monday Aug 2,https://www.baseball-reference.com/boxes/BAL/BAL199308020.shtml,5-Mar,0.0,---,"""2","(1-0)BX""",R,BAL,Jack Voigt,ÃngelÂ Miranda,14%,38%,Home Run (Fly Ball),,,
Tuesday Aug 3,https://www.baseball-reference.com/boxes/BAL/BAL199308030.shtml,5-Sep,0.0,---,"""2","(0-1).CX""",,BAL,David Segui,CarlosÂ Maldonado,0%,97%,Single to CF (Ground Ball thru SS-2B),,,
Wednesday Aug 4,https://www.baseball-reference.com/boxes/BAL/BAL199308040.shtml,1-Aug,0.0,---,"""1","(0-0)....X""",O,BAL,Harold Reynolds,MikeÂ Fetters,0%,100%,Flyball: RF,,,
Thursday Aug 5,https://www.baseball-reference.com/boxes/BAL/BAL199308050.shtml,1-Feb,0.0,---,"""3","(0-2)CCX""",,BAL,Jack Voigt,RafaelÂ Novoa,3%,81%,Single to CF (Line Drive),,,
Friday Aug 6,https://www.baseball-reference.com/boxes/BAL/BAL199308060.shtml,Jun-00,0.0,---,"""5","(3-1).CBBBB""",,BAL,Jack Voigt,JeremyÂ Hernandez,0%,99%,Walk,,,
Saturday Aug 7,https://www.baseball-reference.com/boxes/BAL/BAL199308070.shtml,6-Jul,0.0,---,"""2","(0-1)SX""",O,BAL,Harold Baines,BillÂ Wertz,-2%,76%,Flyball: CF (Short LF-CF),,,
Sunday Aug 8,https://www.baseball-reference.com/boxes/BAL/BAL199308080.shtml,4-Feb,0.0,---,"""4","(1-2).FBCX""",O,BAL,Mark Mclemore,JerryÂ Dipoto,-4%,19%,Flyball: CF (Deep CF),,,
Friday Aug 20,https://www.baseball-reference.com/boxes/BAL/BAL199308200.shtml,5-Jul,0.0,---,"""4","(1-2)CBFS""",O,BAL,David Segui,SteveÂ Dreyer,-1%,87%,Strikeout Swinging,,,
Saturday Aug 21,https://www.baseball-reference.com/boxes/BAL/BAL199308210.shtml,3-Apr,0.0,---,"""5","(2-2)BCBTX""",,BAL,Brady Anderson,MattÂ Whiteside,3%,81%,Single to LF (Line Drive to Short LF-CF),,,
Sunday Aug 22,https://www.baseball-reference.com/boxes/BAL/BAL199308220.shtml,7-Feb,0.0,---,"""5","(2-2).BCFBC""",O,BAL,Jeff Tackett,KevinÂ Brown,1%,97%,Strikeout Looking,,,
Monday Aug 23,https://www.baseball-reference.com/boxes/BAL/BAL199308230.shtml,13-May,0.0,---,"""3","(1-1)CBX""",O,BAL,Mark Mclemore,KennyÂ Rogers,0%,100%,Popfly: 2B (Deep 2B),,,
Tuesday Aug 24,https://www.baseball-reference.com/boxes/BAL/BAL199308240.shtml,Jan-00,0.0,---,"""7","(2-2)BCSBFFX""",O,BAL,Cal Ripken Jr,ChuckÂ Finley,-2%,76%,Flyball: RF,,,
Wednesday Aug 25,https://www.baseball-reference.com/boxes/BAL/BAL199308250.shtml,0-2,0.0,---,"""5","(2-2)BBSCX""",,BAL,Cal Ripken Jr,MarkÂ Langston,-7%,70%,Single to LF (Line Drive),,,
Thursday Aug 26,https://www.baseball-reference.com/boxes/BAL/BAL199308260.shtml,4-Feb,0.0,---,"""7","(3-2)BBCBFFX""",O,BAL,Brady Anderson,PhilÂ Leftwich,-4%,19%,Groundout: 2B-1B (SS-2B),,,
Monday Sep 6,https://www.baseball-reference.com/boxes/BAL/BAL199309060.shtml,1-Mar,0.0,---,"""4","(2-1)CBBX""",O,BAL,Mark Mclemore,DaveÂ Fleming,-1%,87%,Foul Popfly: 1B (1B into Foul Terr.),,,
Tuesday Sep 7,https://www.baseball-reference.com/boxes/BAL/BAL199309070.shtml,0-2,0.0,---,"""2","(0-1)CX""",O,BAL,Mike Devereaux,BradÂ Holman,4%,81%,Groundout: 1B unassisted,,,
Wednesday Sep 8,https://www.baseball-reference.com/boxes/BAL/BAL199309080.shtml,3-Mar,0.0,---,"""4","(1-2)BCSS""",O,BAL,Harold Reynolds,KevinÂ King,-4%,55%,Strikeout Swinging,,,
Friday Sep 10,https://www.baseball-reference.com/boxes/BAL/BAL199309100.shtml,5-Jun,0.0,---,"""5","(2-2)BBFCX""",O,BAL,Cal Ripken Jr,KellyÂ Downs,2%,24%,Flyball: CF,,,
Saturday Sep 11,https://www.baseball-reference.com/boxes/BAL/BAL199309110.shtml,1-Mar,0.0,---,"""1","(0-0).X""",,BAL,David Segui,BobÂ Welch,2%,90%,Reached on E6 (throw) (Ground Ball to SS-2B); D.Â Segui to 1B,,,
Sunday Sep 12,https://www.baseball-reference.com/boxes/BAL/BAL199309120.shtml,2-Nov,0.0,---,"""4","(2-1)..BCBX""",O,BAL,David Segui,MiguelÂ Jimenez,0%,100%,Flyball: CF,,,
Friday Sep 24,https://www.baseball-reference.com/boxes/BAL/BAL199309240.shtml,0-2,0.0,---,"""2","(0-1)FX""",O,BAL,Jack Voigt,JohnÂ Doherty,4%,81%,Lineout: 2B (Deep SS-2B),,,
Sunday Sep 26 (1),https://www.baseball-reference.com/boxes/BAL/BAL199309261.shtml,8-Mar,0.0,---,"""1","(0-0).X""",R,BAL,David Segui,JoeÂ Boever,-4%,92%,Home Run (Fly Ball to Deep RF),,,
Sunday Sep 26 (2),https://www.baseball-reference.com/boxes/BAL/BAL199309262.shtml,5-May,0.0,---,"""1","(0-0)...X""",,BAL,Mark Parent,TomÂ Bolton,-6%,35%,Single to CF (Line Drive),,,
Monday Sep 27,https://www.baseball-reference.com/boxes/BAL/BAL199309270.shtml,5-Jan,0.0,---,"""7","(3-2).CBCBFBX""",,BAL,Mike Pagliarulo,ScottÂ Kamieniecki,-3%,89%,Single to CF (Line Drive),,,
Tuesday Sep 28,https://www.baseball-reference.com/boxes/BAL/BAL199309280.shtml,1-Jun,0.0,---,"""5","(2-2).CBBCC""",O,BAL,Jack Voigt,DomingoÂ Jean,0%,98%,Strikeout Looking,,,
Wednesday Sep 29,https://www.baseball-reference.com/boxes/BAL/BAL199309290.shtml,4-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Harold Reynolds,JimmyÂ Key,3%,89%,Groundout: 2B-1B (Deep 2B),,,
Thursday Sep 30,https://www.baseball-reference.com/boxes/BAL/BAL199309300.shtml,6-Feb,0.0,---,"""6","(2-2).CBBFFS""",O,BAL,Harold Reynolds,TonyÂ Castillo,2%,94%,Strikeout Swinging,,,
Friday Oct 1,https://www.baseball-reference.com/boxes/BAL/BAL199310010.shtml,2-Jun,0.0,---,"""6","(3-2)FBBBFB""",,BAL,Mike Pagliarulo,WoodyÂ Williams,0%,97%,Walk,,,
Saturday Oct 2,https://www.baseball-reference.com/boxes/BAL/BAL199310020.shtml,3-Aug,0.0,---,"""2","(1-0).BX""",O,BAL,Mike Pagliarulo,MarkÂ Eichhorn,0%,98%,Flyball: CF,,,
Sunday Oct 3,https://www.baseball-reference.com/boxes/BAL/BAL199310030.shtml,11-Apr,0.0,---,"""5","(3-1)..BBFBB""",,BAL,David Segui,HuckÂ Flener,-1%,98%,Walk,,,
Monday Apr 4,https://www.baseball-reference.com/boxes/BAL/BAL199404040.shtml,1-May,0.0,---,"""2","(1-0)BX""",R,BAL,Rafael Palmeiro,BillyÂ Brewer,2%,98%,Home Run (Fly Ball to Deep RF),,,
Wednesday Apr 6,https://www.baseball-reference.com/boxes/BAL/BAL199404060.shtml,2-Mar,0.0,---,"""2","(0-1)TX""",O,BAL,Mark Mclemore,StanÂ Belinda,-2%,75%,Flyball: LF (Deep LF-CF),,,
Friday Apr 8,https://www.baseball-reference.com/boxes/BAL/BAL199404080.shtml,4-Feb,0.0,---,"""2","(0-1).CX""",O,BAL,Chris Sabo,CrisÂ Carpenter,4%,79%,Groundout: P-1B (P's Right),,,
Saturday Apr 9,https://www.baseball-reference.com/boxes/BAL/BAL199404090.shtml,2-May,0.0,---,"""6","(2-2)CFBBFX""",,BAL,Brady Anderson,KevinÂ Brown,2%,95%,Double to LF (Line Drive),,,
Sunday Apr 10,https://www.baseball-reference.com/boxes/BAL/BAL199404100.shtml,8-Apr,0.0,---,"""6","(3-2)BBCCBB""",,BAL,Brady Anderson,JamesÂ Hurst,-4%,87%,Walk,,,
Tuesday Apr 19,https://www.baseball-reference.com/boxes/BAL/BAL199404190.shtml,2-Apr,0.0,---,"""4","(2-1)BFBX""",O,BAL,Jeffrey Hammonds,BillÂ Sampen,-1%,86%,Groundout: SS-1B (SS-2B),,,
Wednesday Apr 20,https://www.baseball-reference.com/boxes/BAL/BAL199404200.shtml,2-Feb,0.0,---,"""3","(2-0)BBX""",O,BAL,Chris Hoiles,MarkÂ Leiter,4%,44%,Popfly: SS (Deep SS),,,
Thursday Apr 21,https://www.baseball-reference.com/boxes/BAL/BAL199404210.shtml,8-Jan,0.0,---,"""4","(1-2)SCBX""",,BAL,Lonnie Smith,BrianÂ Anderson,-1%,97%,Double to RF (Line Drive to Deep 1B),,,
Friday Apr 22,https://www.baseball-reference.com/boxes/BAL/BAL199404220.shtml,4-Jun,0.0,---,"""5","(0-2)FFFFX""",O,BAL,Jeffrey Hammonds,KevinÂ King,-1%,86%,Flyball: LF (Short LF),,,
Saturday Apr 23,https://www.baseball-reference.com/boxes/BAL/BAL199404230.shtml,2-Mar,0.0,---,"""7","(3-2).FBBFFBX""",O,BAL,Rafael Palmeiro,BobbyÂ Thigpen,-2%,75%,Flyball: CF,,,
Sunday Apr 24,https://www.baseball-reference.com/boxes/BAL/BAL199404240.shtml,3-Jun,0.0,---,"""3","(0-2).CFS""",O,BAL,Leo Gómez,JohnÂ Cummings,1%,8%,Strikeout Swinging,,,
Monday Apr 25,https://www.baseball-reference.com/boxes/BAL/BAL199404250.shtml,6-Jul,0.0,---,"""5","(2-2)BCFBS""",O,BAL,Lonnie Smith,BillyÂ Taylor,-2%,75%,Strikeout Swinging,,,
Tuesday Apr 26,https://www.baseball-reference.com/boxes/BAL/BAL199404260.shtml,4-Oct,0.0,---,"""4","(1-2)CSBX""",O,BAL,Tim Hulett,CarlosÂ Reyes,0%,99%,Groundout: 1B unassisted (Weak 1B),,,
Friday May 6,https://www.baseball-reference.com/boxes/BAL/BAL199405060.shtml,2-Feb,0.0,---,"""3","(2-0)BBX""",O,BAL,Chris Sabo,DennisÂ MartÃ­nez,4%,44%,Groundout: 2B-1B (SS-2B),,,
Sunday May 8,https://www.baseball-reference.com/boxes/BAL/BAL199405080.shtml,6-Aug,0.0,---,"""5","(2-2)...BCFBC""",O,BAL,Lonnie Smith,JosÃ©Â Mesa,-1%,86%,Strikeout Looking,,,
Monday May 9,https://www.baseball-reference.com/boxes/BAL/BAL199405090.shtml,1-Jan,0.0,---,"""1","(0-0)X""",,BAL,Lonnie Smith,AlÂ Leiter,5%,65%,Single to RF (Pop Fly to Short CF-RF),,,
Tuesday May 10,https://www.baseball-reference.com/boxes/BAL/BAL199405100.shtml,3-May,0.0,---,"""4","(2-1)FBBX""",R,BAL,Cal Ripken Jr,WoodyÂ Williams,6%,93%,Home Run (Fly Ball to Deep LF-CF),,,
Wednesday May 11,https://www.baseball-reference.com/boxes/BAL/BAL199405110.shtml,1-Apr,0.0,---,"""3","(1-1).SBX""",O,BAL,Mike Devereaux,MikeÂ Timlin,-1%,92%,Groundout: 2B-1B,,,
Tuesday May 17,https://www.baseball-reference.com/boxes/BAL/BAL199405170.shtml,2-Feb,0.0,---,"""3","(1-1)BCX""",O,BAL,Mark Mclemore,RogerÂ Clemens,-4%,56%,Groundout: 2B-1B,,,
Wednesday May 18,https://www.baseball-reference.com/boxes/BAL/BAL199405180.shtml,4-Feb,0.0,---,"""3","(1-1)FBX""",O,BAL,Leo Gómez,AaronÂ Sele,4%,79%,Flyball: RF,,,
Thursday May 19,https://www.baseball-reference.com/boxes/BAL/BAL199405190.shtml,2-Feb,0.0,---,"""1","(0-0)X""",O,BAL,Leo Gómez,DannyÂ Darwin,4%,44%,Groundout: SS-1B (Deep SS-3B Hole),,,
Monday May 30,https://www.baseball-reference.com/boxes/BAL/BAL199405300.shtml,Feb-00,0.0,---,"""9","(3-2)CBBFFBFFX""",O,BAL,Chris Hoiles,JohnÂ Doherty,1%,14%,Groundout: 3B-1B (SS-3B Hole),,,
Tuesday May 31,https://www.baseball-reference.com/boxes/BAL/BAL199405310.shtml,7-Apr,0.0,---,"""6","(2-2)BFFFBX""",R,BAL,Mark Mclemore,StormÂ Davis,-10%,75%,Home Run (Line Drive to Deep RF),,,
Wednesday Jun 1,https://www.baseball-reference.com/boxes/BAL/BAL199406010.shtml,0-10,0.0,---,"""2","(0-1).CX""",O,BAL,Rafael Palmeiro,TimÂ Belcher,0%,100%,Flyball: CF,,,
Thursday Jun 2,https://www.baseball-reference.com/boxes/BAL/BAL199406020.shtml,4-Aug,0.0,---,"""7","(3-2)FSBBBFX""",O,BAL,Chris Sabo,KurtÂ Knudsen,0%,96%,Groundout: 3B-1B (SS-3B Hole),,,
Friday Jun 3,https://www.baseball-reference.com/boxes/BAL/BAL199406030.shtml,4-Feb,0.0,---,"""6","(2-2)FFBFBX""",O,BAL,Jack Voigt,JasonÂ Bere,4%,79%,Foul Flyball: RF,,,
Saturday Jun 4,https://www.baseball-reference.com/boxes/BAL/BAL199406040.shtml,2-Jan,0.0,---,"""1","(0-0)X""",,BAL,Mark Mclemore,JackÂ McDowell,-7%,53%,Single to RF (Ground Ball thru 2B-1B),,,
Sunday Jun 5,https://www.baseball-reference.com/boxes/BAL/BAL199406050.shtml,5-Apr,0.0,---,"""6","(2-2).CBCBFX""",,BAL,Brady Anderson,DennisÂ Cook,7%,47%,Single to LF (Line Drive to Short LF-CF),,,
Monday Jun 13,https://www.baseball-reference.com/boxes/BAL/BAL199406130.shtml,0-3,0.0,---,"""1","(0-0)X""",O,BAL,Harold Baines,MelidoÂ Perez,3%,88%,Groundout: 1B unassisted (Weak 1B),,,
Tuesday Jun 14,https://www.baseball-reference.com/boxes/BAL/BAL199406140.shtml,2-Mar,0.0,---,"""2","(0-1).CX""",,BAL,Cal Ripken Jr,XavierÂ Hernandez,-3%,20%,Single to CF (Line Drive),,,
Wednesday Jun 15,https://www.baseball-reference.com/boxes/BAL/BAL199406150.shtml,2-Feb,0.0,---,"""3","(1-1)CBX""",R,BAL,Chris Hoiles,JimÂ Abbott,18%,77%,Home Run (Fly Ball to Deep CF-RF),,,
Thursday Jun 16,https://www.baseball-reference.com/boxes/BAL/BAL199406160.shtml,0-5,0.0,---,"""5","(3-1)BBFBB""",,BAL,Chris Hoiles,JimmyÂ Key,-2%,92%,Walk,,,
Friday Jun 17,https://www.baseball-reference.com/boxes/BAL/BAL199406170.shtml,1-Jul,0.0,---,"""8","(3-2)..BCFFBBFX""",,BAL,Chris Hoiles,BrettÂ Merriman,0%,99%,Single to LF (Ground Ball thru SS-3B Hole),,,
Saturday Jun 18,https://www.baseball-reference.com/boxes/BAL/BAL199406180.shtml,4-May,0.0,---,"""5","(2-2)BBFFX""",,BAL,Jeffrey Hammonds,DaveÂ Stevens,3%,80%,Single to CF (Ground Ball thru SS-2B),,,
Sunday Jun 19,https://www.baseball-reference.com/boxes/BAL/BAL199406190.shtml,6-Feb,0.0,---,"""4","(2-1)FBBX""",,BAL,Jeff Tackett,PatÂ Mahomes,-4%,87%,Single to LF (Pop Fly to Short LF),,,
Monday Jun 20,https://www.baseball-reference.com/boxes/BAL/BAL199406200.shtml,6-May,0.0,---,"""5","(2-2)BCBSC""",O,BAL,Harold Baines,JesseÂ Orosco,5%,65%,Strikeout Looking,,,
Tuesday Jun 21,https://www.baseball-reference.com/boxes/BAL/BAL199406210.shtml,1-May,0.0,---,"""3","(1-1)CBX""",O,BAL,Jeffrey Hammonds,BobÂ Scanlan,0%,96%,Groundout: 3B-1B (SS-3B Hole),,,
Wednesday Jun 22,https://www.baseball-reference.com/boxes/BAL/BAL199406220.shtml,9-Feb,0.0,---,"""1","(0-0).X""",O,BAL,Leo Gómez,CalÂ Eldred,1%,99%,Flyball: LF (Short LF-CF),,,
Friday Jul 1,https://www.baseball-reference.com/boxes/BAL/BAL199407010.shtml,7-Nov,0.0,---,"""4",,R,BAL,Chris Hoiles,CraigÂ Lefferts,2%,98%,Home Run (Deep LF),,,
Saturday Jul 2,https://www.baseball-reference.com/boxes/BAL/BAL199407020.shtml,0-0,0.0,---,"""4","(1-2)BCFS""",O,BAL,Cal Ripken Jr,MarkÂ Langston,4%,44%,Strikeout Swinging,,,
Sunday Jul 3,https://www.baseball-reference.com/boxes/BAL/BAL199407030.shtml,3-Sep,0.0,---,"""1","(0-0)X""",O,BAL,Mike Devereaux,MarkÂ Leiter,0%,99%,Groundout: SS-1B,,,
Monday Jul 4,https://www.baseball-reference.com/boxes/BAL/BAL199407040.shtml,3-Jun,0.0,---,"""7","(3-2)FBBBFFB""",,BAL,Brady Anderson,ChrisÂ Bosio,1%,94%,Walk,,,
Tuesday Jul 5,https://www.baseball-reference.com/boxes/BAL/BAL199407050.shtml,2-May,0.0,---,"""5","(3-1).BBBCX""",O,BAL,Leo Gómez,MiltÂ Hill,-1%,92%,Flyball: LF (Short LF),,,
Wednesday Jul 6,https://www.baseball-reference.com/boxes/BAL/BAL199407060.shtml,3-May,0.0,---,"""1","(0-0)..X""",O,BAL,Rafael Palmeiro,TimÂ Davis,-1%,86%,Flyball: LF (Deep LF),,,
Thursday Jul 7,https://www.baseball-reference.com/boxes/BAL/BAL199407070.shtml,6-Apr,0.0,---,"""8","(3-2)BCBCBFFX""",,BAL,Mark Mclemore,BobÂ Welch,-7%,68%,Single to CF (Line Drive to Short CF-RF),,,
Friday Jul 8,https://www.baseball-reference.com/boxes/BAL/BAL199407080.shtml,13-1,0.0,---,"""5","(2-2)...CBBCX""",O,BAL,Tim Hulett,CarlosÂ Reyes,0%,100%,Popfly: 1B,,,
Saturday Jul 9,https://www.baseball-reference.com/boxes/BAL/BAL199407090.shtml,7-Jun,0.0,---,"""3","(2-0).BBX""",O,BAL,Chris Sabo,MarkÂ Acre,-5%,35%,Groundout: 3B-1B (Weak 3B),,,
Sunday Jul 10,https://www.baseball-reference.com/boxes/BAL/BAL199407100.shtml,2-Apr,0.0,---,"""3","(1-1)CBX""",O,BAL,Brady Anderson,RonÂ Darling,1%,14%,Flyball: CF,,,
Tuesday Jul 26 (1),https://www.baseball-reference.com/boxes/BAL/BAL199407261.shtml,2-Jun,0.0,---,"""7","(2-2)SFBFFBX""",O,BAL,Jeffrey Hammonds,JosÃ©Â Mesa,0%,96%,Flyball: CF,,,
Tuesday Jul 26 (2),https://www.baseball-reference.com/boxes/BAL/BAL199407262.shtml,9-Jan,0.0,---,"""1","(0-0)X""",O,BAL,Cal Ripken Jr,DennisÂ MartÃ­nez,0%,99%,Flyball: CF,,,
Thursday Jul 28 (1),https://www.baseball-reference.com/boxes/BAL/BAL199407281.shtml,7-Jan,0.0,---,"""2","(1-0)BX""",O,BAL,Dwight Smith,JackÂ Morris,1%,98%,Groundout: 2B-1B (Deep 2B-1B),,,
Thursday Jul 28 (2),https://www.baseball-reference.com/boxes/BAL/BAL199407282.shtml,4-Feb,0.0,---,"""3","(0-2)CFC""",O,BAL,Jeff Tackett,JosÃ©Â Mesa,4%,79%,Strikeout Looking,,,
Friday Jul 29,https://www.baseball-reference.com/boxes/BAL/BAL199407290.shtml,4-Mar,0.0,---,"""5","(3-1).BBB.CX""",O,BAL,Jeffrey Hammonds,TonyÂ Castillo,5%,65%,Groundout: SS-1B,,,
Saturday Jul 30,https://www.baseball-reference.com/boxes/BAL/BAL199407300.shtml,5-Apr,0.0,---,"""5","(2-2).BSFBX""",O,BAL,Rafael Palmeiro,DaveÂ Righetti,-5%,35%,Groundout: 1B unassisted (2B-1B),,,
Sunday Jul 31,https://www.baseball-reference.com/boxes/BAL/BAL199407310.shtml,6-Apr,0.0,---,"""4","(2-1)BBFX""",,BAL,Jeffrey Hammonds,DannyÂ Cox,-7%,68%,Single to LF (Line Drive to Short LF),,,
Monday May 1,https://www.baseball-reference.com/boxes/BAL/BAL199505010.shtml,0-6,0.0,---,"""4",,O,BAL,Harold Baines,RickyÂ Bones,1%,98%,Flyball: LF,,,
Wednesday May 3,https://www.baseball-reference.com/boxes/BAL/BAL199505030.shtml,Feb-00,0.0,---,"""4",,,BAL,Leo Gómez,ÃngelÂ Miranda,-2%,11%,Walk,,,
Thursday May 4,https://www.baseball-reference.com/boxes/BAL/BAL199505040.shtml,2-Jan,0.0,---,"""4",,,BAL,Bret Barberie,JosÃ©Â Mercedes,7%,46%,Walk,,,
Friday May 5,https://www.baseball-reference.com/boxes/BAL/BAL199505050.shtml,2-Apr,0.0,---,"""5","(2-2).BCFBX""",O,BAL,Rafael Palmeiro,DannyÂ Cox,-1%,86%,Groundout: 2B-1B (Deep 2B),,,
Saturday May 6,https://www.baseball-reference.com/boxes/BAL/BAL199505060.shtml,7-Jan,0.0,---,"""4","(1-2)BFFX""",O,BAL,Jeffrey Hammonds,TonyÂ Castillo,1%,98%,Groundout: P-1B (P's Left),,,
Sunday May 7,https://www.baseball-reference.com/boxes/BAL/BAL199505070.shtml,2-Mar,0.0,---,"""1","(0-0)X""",,BAL,Brady Anderson,DavidÂ Cone,3%,81%,Single to CF (Line Drive to Deep SS-2B),,,
Friday May 12,https://www.baseball-reference.com/boxes/BAL/BAL199505120.shtml,3-Jan,0.0,---,"""4","(1-2)CBCX""",,BAL,Bret Barberie,DennisÂ MartÃ­nez,-7%,69%,Single to CF (Ground Ball thru SS-2B),,,
Saturday May 13,https://www.baseball-reference.com/boxes/BAL/BAL199505130.shtml,1-May,0.0,---,"""6","(1-2)CBFFFX""",O,BAL,Damon Buford,DennisÂ Cook,0%,96%,Flyball: LF (Deep LF),,,
Sunday May 14,https://www.baseball-reference.com/boxes/BAL/BAL199505140.shtml,2-Jan,0.0,---,"""5","(2-2).FSBBC""",O,BAL,Chris Hoiles,JuliÃ¡nÂ TavÃ¡rez,5%,66%,Strikeout Looking,,,
Tuesday May 16,https://www.baseball-reference.com/boxes/BAL/BAL199505160.shtml,7-Aug,0.0,---,"""4","(2-1)CBBX""",O,BAL,Leo Gómez,JohnÂ Doherty,2%,24%,Flyball: CF,,,
Wednesday May 17,https://www.baseball-reference.com/boxes/BAL/BAL199505170.shtml,4-May,0.0,---,"""1","(0-0)X""",O,BAL,Cal Ripken Jr,FelipeÂ Lira,-2%,76%,Foul Popfly: 3B (3B into Foul Terr.),,,
Thursday May 18,https://www.baseball-reference.com/boxes/BAL/BAL199505180.shtml,2-Mar,0.0,---,"""5","(1-2)FBFFX""",,BAL,Jeff Manto,DavidÂ Wells,3%,81%,Single to LF (Line Drive to Deep LF),,,
Friday Jun 2,https://www.baseball-reference.com/boxes/BAL/BAL199506020.shtml,1-Jan,0.0,---,"""2","(0-1)FX""",O,BAL,Cal Ripken Jr,SteveÂ Ontiveros,-4%,55%,Lineout: 2B,,,
Saturday Jun 3,https://www.baseball-reference.com/boxes/BAL/BAL199506030.shtml,3-Aug,0.0,---,"""7","(3-2).CBBFFBB""",,BAL,Harold Baines,ToddÂ VanÂ Poppel,0%,99%,Walk,,,
Sunday Jun 4,https://www.baseball-reference.com/boxes/BAL/BAL199506040.shtml,14-Apr,0.0,---,"""3","(2-0).BBX""",,BAL,Jeff Manto,JimÂ Corsi,0%,100%,Single to CF (Ground Ball thru SS-2B),,,
Monday Jun 5,https://www.baseball-reference.com/boxes/BAL/BAL199506050.shtml,0-2,0.0,---,"""5","(1-2)BCCFS""",O,BAL,Chris Hoiles,RandyÂ Johnson,4%,80%,Strikeout Swinging,,,
Tuesday Jun 6,https://www.baseball-reference.com/boxes/BAL/BAL199506060.shtml,4-Oct,0.0,---,"""1","(0-0)X""",O,BAL,Rafael Palmeiro,RonÂ Villone,0%,99%,Groundout: 1B unassisted,,,
Wednesday Jun 7,https://www.baseball-reference.com/boxes/BAL/BAL199506070.shtml,Feb-00,0.0,---,"""3","(1-1)BSX""",,BAL,Jeffrey Hammonds,ChrisÂ Bosio,-2%,11%,Single to 3B (Ground Ball to P's Right),,,
Thursday Jun 8,https://www.baseball-reference.com/boxes/BAL/BAL199506080.shtml,2-May,0.0,---,"""2","(1-0)BX""",O,BAL,Rafael Palmeiro,RafaelÂ Carmona,-1%,93%,Groundout: 2B-1B (Deep 2B-1B),,,
